,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
1070,OBJECT_MULTI_STATE_VALUE_3001072,NAE08/FC-1.9-UP-84.SYSTEM-MODE,System Mode
1071,OBJECT_MULTI_STATE_VALUE_3001074,NAE08/FC-1.9-UP-83.Z1-OCC-MODE,Occupancy Status Display
1072,OBJECT_MULTI_STATE_VALUE_3001084,NAE08/FC-1.9-UP-83.SYSTEM-MODE,System Mode
1073,OBJECT_MULTI_STATE_VALUE_3001221,NAE08/FC-1.9-UP-87.OCC-MODE,Occupancy Status Display
1074,OBJECT_MULTI_STATE_VALUE_3001223,NAE08/FC-1.9-UP-87.SYSTEM-MODE,System Mode
1075,OBJECT_MULTI_STATE_VALUE_3001224,NAE08/FC-1.9-UP-87.UNITEN-MODE,Unit Enable Mode
1076,OBJECT_MULTI_STATE_VALUE_3001665,NAE08/FC-1.7-UP-90.Z1-OCC-MODE,Occupancy Status Display
1077,OBJECT_MULTI_STATE_VALUE_3001667,NAE08/FC-1.7-UP-90.Z2-OCC-MODE,Occupancy Status Display
1078,OBJECT_MULTI_STATE_VALUE_3001669,NAE08/FC-1.7-UP-90.Z3-OCC-MODE,Occupancy Status Display
1079,OBJECT_MULTI_STATE_VALUE_3001697,NAE08/FC-1.7-UP-90.OCC-SCHEDULE,Occupancy Schedule
1080,OBJECT_MULTI_STATE_VALUE_3001710,NAE08/FC-1.7-UP-91.Z1-OCC-MODE,Occupancy Status Display
1081,OBJECT_MULTI_STATE_VALUE_3001739,NAE08/FC-1.7-UP-91.OCC-SCHEDULE,Occupancy Schedule
1082,OBJECT_MULTI_STATE_VALUE_3001751,NAE08/FC-1.7-UP-92.Z1-OCC-MODE,Occupancy Status Display
1083,OBJECT_MULTI_STATE_VALUE_3001753,NAE08/FC-1.7-UP-92.Z2-OCC-MODE,Occupancy Status Display
1084,OBJECT_MULTI_STATE_VALUE_3001755,NAE08/FC-1.7-UP-92.Z3-OCC-MODE,Occupancy Status Display
1085,OBJECT_MULTI_STATE_VALUE_3001783,NAE08/FC-1.7-UP-92.OCC-SCHEDULE,Occupancy Schedule
1086,OBJECT_MULTI_STATE_VALUE_3001945,NAE08/FC-1.9-UP-88.FAN-STATE,State
1087,OBJECT_MULTI_STATE_VALUE_3002105,NAE08/FC-1.9-UP-88.SYSTEM-MODE,System Mode
1088,OBJECT_MULTI_STATE_VALUE_3002106,NAE08/FC-1.9-UP-88.UNITEN-MODE,Unit Enable Mode
1089,OBJECT_MULTI_STATE_VALUE_3002107,NAE08/FC-1.9-UP-89.SYSTEM-MODE,System Mode
1090,OBJECT_MULTI_STATE_VALUE_3002108,NAE08/FC-1.9-UP-89.UNITEN-MODE,Unit Enable Mode
1091,OBJECT_MULTI_STATE_VALUE_3002180,NAE08/FC-1.8-UP-100.Zone3 Mode,Zone 3 Mode
1092,OBJECT_MULTI_STATE_VALUE_3002193,NAE08/FC-1.8-UP-100.ZNT-STATE,Zone Temperature State
1093,OBJECT_MULTI_STATE_VALUE_3002197,NAE08/FC-1.8-UP-100.OCC-SCHEDULE,Occupancy Schedule
1094,OBJECT_MULTI_STATE_VALUE_3002198,NAE08/FC-1.8-UP-100.SYSTEM-MODE,System Mode
1095,OBJECT_MULTI_STATE_VALUE_3002478,NAE08/FC-1.9-UP-88.OCC-SCHEDULE,Occupancy Schedule
1096,OBJECT_MULTI_STATE_VALUE_3002479,NAE08/FC-1.9-UP-88.FAN-OUTSTATE,State
1097,OBJECT_MULTI_STATE_VALUE_3002480,NAE08/FC-1.9-UP-88.SAD-OUTSTATE,State
1098,OBJECT_MULTI_STATE_VALUE_3002486,NAE08/FC-1.9-UP-88.SAFLOW-OUTSTATE,State
1099,OBJECT_MULTI_STATE_VALUE_3002491,NAE08/FC-1.9-UP-88.WC-C,WarmupCooldown
1100,OBJECT_MULTI_STATE_VALUE_3002492,NAE08/FC-1.9-UP-88.WC-S,State
1101,OBJECT_MULTI_STATE_VALUE_3002494,NAE08/FC-1.9-UP-88.AUTOCAL-STATE,Autocalibration Status
1102,OBJECT_MULTI_STATE_VALUE_3002502,NAE08/FC-1.9-UP-88.UNITEN-STATE,State
1103,OBJECT_MULTI_STATE_VALUE_3002503,NAE08/FC-1.9-UP-88.WC-STATE,WarmupCooldown Status
1104,OBJECT_MULTI_STATE_VALUE_3002505,NAE08/FC-1.9-UP-88.UNOCC-STATE,Unocc Status
1105,OBJECT_MULTI_STATE_VALUE_3002506,NAE08/FC-1.9-UP-88.ZNT-STATE,State
1106,OBJECT_MULTI_STATE_VALUE_3002507,NAE08/FC-1.9-UP-88.EFF-OCC,
1107,OBJECT_MULTI_STATE_VALUE_3002527,NAE08/FC-1.8-UP-101.Z1-OCC-MODE,Zone 1 Occupancy Mode
1108,OBJECT_MULTI_STATE_VALUE_3002541,NAE08/FC-1.8-UP-101.OCC-SCHEDULE,Occupancy Schedule
1109,OBJECT_MULTI_STATE_VALUE_3002587,NAE08/FC-1.NAE8-T1-FEC64.Z3-OCC-MODE,Occupancy Status Display
1110,OBJECT_MULTI_STATE_VALUE_3002618,NAE08/FC-1.7-UP-93.Z1-OCC-MODE,Occupancy Status Display
1111,OBJECT_MULTI_STATE_VALUE_3002624,NAE08/FC-1.7-UP-93.OCC-SCHEDULE,Occupancy Schedule
1112,OBJECT_MULTI_STATE_VALUE_3003346,NAE08/FC-1.9-UP-88.OCC-MODE,Occupancy Status Display
1113,OBJECT_MULTI_STATE_VALUE_3003805,NAE08/FC-1.8-UP-102.Z1-OCC-MODE,Occupancy Status Display
1114,OBJECT_MULTI_STATE_VALUE_3003813,NAE08/FC-1.8-UP-102.OCC-SCHEDULE,Occupancy Schedule
1115,OBJECT_MULTI_STATE_VALUE_3004321,NAE08/FC-1.NAE8-T1-FEC45.CU State,Output (Enum)
1116,OBJECT_MULTI_STATE_VALUE_3004322,NAE08/FC-1.NAE8-T1-FEC45.Control Mode,CS Input (Enum)
1117,OBJECT_MULTI_STATE_VALUE_3004325,NAE08/FC-1.NAE8-T1-FEC45.Mode,Mode
1118,OBJECT_MULTI_STATE_VALUE_3004326,NAE08/FC-1.NAE8-T1-FEC45.DATSP-STATE,State
1119,OBJECT_MULTI_STATE_VALUE_3004344,NAE08/FC-1.NAE8-T1-FEC58.CU State,Output (Enum)
1120,OBJECT_MULTI_STATE_VALUE_3004345,NAE08/FC-1.NAE8-T1-FEC58.Control Mode,CS Input (Enum)
1121,OBJECT_MULTI_STATE_VALUE_3004348,NAE08/FC-1.NAE8-T1-FEC58.Mode,Mode
1122,OBJECT_MULTI_STATE_VALUE_3004349,NAE08/FC-1.NAE8-T1-FEC58.DATSP-STATE,State
1123,OBJECT_MULTI_STATE_VALUE_3004366,NAE08/FC-1.NAE8-T1-FEC81.CU State,Output (Enum)
1124,OBJECT_MULTI_STATE_VALUE_3004367,NAE08/FC-1.NAE8-T1-FEC81.Control Mode,CS Input (Enum)
1125,OBJECT_MULTI_STATE_VALUE_3004370,NAE08/FC-1.NAE8-T1-FEC81.Mode,Mode
1126,OBJECT_MULTI_STATE_VALUE_3004371,NAE08/FC-1.NAE8-T1-FEC81.DATSP-STATE,State
1127,OBJECT_TRENDLOG_3000005,NAE08/Memory Usage Trend Log,
1128,OBJECT_TRENDLOG_3000731,NAE08/FC-1.NAE8-T1-FEC81.FLOOR-P1.Trend1,
1129,OBJECT_TRENDLOG_3000733,NAE08/FC-1.NAE8-T1-FEC81.FLOOR-P2.Trend1,
1130,OBJECT_TRENDLOG_3000736,NAE08/FC-1.NAE8-T1-FEC81.SF-S.Trend1,
1131,OBJECT_TRENDLOG_3000737,NAE08/FC-1.NAE8-T1-FEC81.SF-O.Trend1,
1132,OBJECT_TRENDLOG_3000739,NAE08/FC-1.NAE8-T1-FEC81.SA-T.Trend1,
1133,OBJECT_TRENDLOG_3000740,NAE08/FC-1.NAE8-T1-FEC81.ZN1-T.Trend1,
1134,OBJECT_TRENDLOG_3000741,NAE08/FC-1.NAE8-T1-FEC81.ZN2-T.Trend1,
1135,OBJECT_TRENDLOG_3000742,NAE08/FC-1.NAE8-T1-FEC81.ZN3-T.Trend1,
1136,OBJECT_TRENDLOG_3000743,NAE08/FC-1.NAE8-T1-FEC81.ZN4-T.Trend1,
1137,OBJECT_TRENDLOG_3000747,NAE08/FC-1.NAE8-T1-FEC58.FLOOR-P1.Trend1,
1138,OBJECT_TRENDLOG_3000749,NAE08/FC-1.NAE8-T1-FEC58.FLOOR-P2.Trend1,
1139,OBJECT_TRENDLOG_3000752,NAE08/FC-1.NAE8-T1-FEC58.SF-S.Trend1,
1140,OBJECT_TRENDLOG_3000753,NAE08/FC-1.NAE8-T1-FEC58.SF-O.Trend1,
1141,OBJECT_TRENDLOG_3000755,NAE08/FC-1.NAE8-T1-FEC58.SA-T.Trend1,
1142,OBJECT_TRENDLOG_3000756,NAE08/FC-1.NAE8-T1-FEC58.ZN1-T.Trend1,
1143,OBJECT_TRENDLOG_3000757,NAE08/FC-1.NAE8-T1-FEC58.ZN2-T.Trend1,
1144,OBJECT_TRENDLOG_3000758,NAE08/FC-1.NAE8-T1-FEC58.ZN3-T.Trend1,
1145,OBJECT_TRENDLOG_3000759,NAE08/FC-1.NAE8-T1-FEC58.ZN4-T.Trend1,
1146,OBJECT_TRENDLOG_3000763,NAE08/FC-1.NAE8-T1-FEC45.FLOOR-P1.Trend1,
1147,OBJECT_TRENDLOG_3000765,NAE08/FC-1.NAE8-T1-FEC45.FLOOR-P2.Trend1,
1148,OBJECT_TRENDLOG_3000768,NAE08/FC-1.NAE8-T1-FEC45.SF-S.Trend1,
1149,OBJECT_TRENDLOG_3000769,NAE08/FC-1.NAE8-T1-FEC45.SF-O.Trend1,
1150,OBJECT_TRENDLOG_3000771,NAE08/FC-1.NAE8-T1-FEC45.SA-T.Trend1,
1151,OBJECT_TRENDLOG_3000772,NAE08/FC-1.NAE8-T1-FEC45.ZN1-T.Trend1,
1152,OBJECT_TRENDLOG_3000773,NAE08/FC-1.NAE8-T1-FEC45.ZN2-T.Trend1,
1153,OBJECT_TRENDLOG_3000774,NAE08/FC-1.NAE8-T1-FEC45.ZN3-T.Trend1,
1154,OBJECT_TRENDLOG_3000775,NAE08/FC-1.NAE8-T1-FEC45.ZN4-T.Trend1,
1155,OBJECT_TRENDLOG_3001115,NAE08/FC-1.NAE08-T1-FEC70.ZN2-T.Trend1,
1156,OBJECT_TRENDLOG_3001116,NAE08/FC-1.NAE8-T1-FEC71.ZN2-T.Trend1,
1157,OBJECT_TRENDLOG_3001117,NAE08/FC-1.NAE8-T1-FEC71.ZN1-T.Trend1,
1158,OBJECT_TRENDLOG_3001118,NAE08/FC-1.NAE8-T1-FEC72.ZN2-T.Trend1,
1159,OBJECT_TRENDLOG_3001119,NAE08/FC-1.NAE8-T1-FEC72.ZN1-T.Trend1,
1160,OBJECT_TRENDLOG_3001120,NAE08/FC-1.NAE8-T1-FEC73.ZN2-T.Trend1,
1161,OBJECT_TRENDLOG_3001121,NAE08/FC-1.NAE8-T1-FEC73.ZN1-T.Trend1,
1162,OBJECT_TRENDLOG_3001122,NAE08/FC-1.NAE8-T1-FEC74.ZN2-T.Trend1,
1163,OBJECT_TRENDLOG_3001123,NAE08/FC-1.NAE8-T1-FEC74.ZN1-T.Trend1,
1164,OBJECT_TRENDLOG_3001124,NAE08/FC-1.NAE8-T1-FEC75.ZN2-T.Trend1,
1165,OBJECT_TRENDLOG_3001125,NAE08/FC-1.NAE8-T1-FEC75.ZN1-T.Trend1,
1166,OBJECT_TRENDLOG_3001126,NAE08/FC-1.NAE8-T1-FEC76.ZN2-T.Trend1,
1167,OBJECT_TRENDLOG_3001127,NAE08/FC-1.NAE8-T1-FEC76.ZN1-T.Trend1,
1168,OBJECT_TRENDLOG_3001128,NAE08/FC-1.NAE8-T1-FEC77.ZN2-T.Trend1,
1169,OBJECT_TRENDLOG_3001129,NAE08/FC-1.NAE8-T1-FEC77.ZN1-T.Trend1,
1170,OBJECT_TRENDLOG_3001130,NAE08/FC-1.NAE8-T1-FEC78.ZN2-T.Trend1,
1171,OBJECT_TRENDLOG_3001131,NAE08/FC-1.NAE8-T1-FEC78.ZN1-T.Trend1,
1172,OBJECT_TRENDLOG_3001132,NAE08/FC-1.NAE8-T1-FEC79.ZN2-T.Trend1,
1173,OBJECT_TRENDLOG_3001133,NAE08/FC-1.NAE8-T1-FEC79.ZN1-T.Trend1,
1174,OBJECT_TRENDLOG_3001134,NAE08/FC-1.NAE8-T1-FEC80.ZN2-T.Trend1,
1175,OBJECT_TRENDLOG_3001135,NAE08/FC-1.NAE8-T1-FEC80.ZN1-T.Trend1,
1176,OBJECT_TRENDLOG_3002166,NAE08/FC-1.NAE8-T1-FEC81.SF-S.Trend2,
1177,OBJECT_TRENDLOG_3002167,NAE08/FC-1.NAE8-T1-FEC58.SF-S.Trend2,
1178,OBJECT_TRENDLOG_3002168,NAE08/FC-1.NAE8-T1-FEC45.SF-S.Trend2,
1179,OBJECT_TRENDLOG_3002275,NAE08/FC-1.9-UP-86.ZN2-T.Trend1,
1180,OBJECT_TRENDLOG_3002439,NAE08/FC-1.9-UP-86.ZN2-DAD-%.Trend1,
1181,OBJECT_TRENDLOG_3002444,NAE08/FC-1.9-UP-86.ZN1-T.Trend1,
1182,OBJECT_TRENDLOG_3002445,NAE08/FC-1.9-UP-86.DAD1-O.Trend1,
1183,OBJECT_TRENDLOG_3002616,NAE08/FC-1.7-UP-93.Trend1,
1184,OBJECT_TRENDLOG_3002873,NAE08/FC-1.NAE8-T1-FEC81.HT-A.Trend1,
1185,OBJECT_TRENDLOG_3003118,NAE08/FC-1.NAE8-T1-FEC71.DAD1-O.Trend1,9-UP-7 Damper
1186,OBJECT_TRENDLOG_3003119,NAE08/FC-1.NAE8-T1-FEC79.DAD1-O.Trend1,9th- zone B corner dampr
1187,OBJECT_TRENDLOG_3003149,NAE08/FC-1.NAE8-T1-FEC45.SAT-SP.Trend1,
1188,OBJECT_TRENDLOG_3003150,NAE08/FC-1.NAE8-T1-FEC81.SAT-SP.Trend1,
1189,OBJECT_TRENDLOG_3003413,NAE08/FC-1.9-UP-87.ZN-T.Trend1,
1190,OBJECT_TRENDLOG_3003419,NAE08/FC-1.9-UP-89.ZN-T.Trend1,
1191,OBJECT_TRENDLOG_3004244,NAE08/FC-1.NAE8-T1-FEC69.ZN1-T.Trend1,
1192,OBJECT_TRENDLOG_3004267,NAE08/FC-1.NAE8-T1-FEC58.RA-CO2D.Trend1,
1193,OBJECT_TRENDLOG_3004268,NAE08/FC-1.NAE8-T1-FEC58.SAT-SP.Trend1,
1194,OBJECT_TRENDLOG_3004292,NAE08/Event Rate Trend Log,
1195,OBJECT_TRENDLOG_3004383,NAE08/FC-1.NAE8-T1-FEC58.Eff OA Flow Setpoint.Trend1,
1196,OBJECT_TRENDLOG_3004384,NAE08/FC-1.NAE8-T1-FEC58.OA-F.Trend1,
1197,OBJECT_TRENDLOG_3004385,NAE08/FC-1.NAE8-T1-FEC58.RA-CO2E.Trend1,
1198,OBJECT_TRENDLOG_3004386,NAE08/FC-1.NAE8-T1-FEC45.Floor Max CO2.Trend1,
1199,OBJECT_TRENDLOG_3004387,NAE08/FC-1.NAE8-T1-FEC58.Floor Max CO2.Trend1,
1200,OBJECT_TRENDLOG_3004388,NAE08/FC-1.NAE8-T1-FEC81.Floor Max CO2.Trend1,
1201,OBJECT_TRENDLOG_3004405,NAE08/FC-1.NAE8-T1-FEC58.RAT-SP.Trend1,
1202,OBJECT_TRENDLOG_3004406,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-RAT.Trend1,
1203,OBJECT_TRENDLOG_3004407,NAE08/FC-1.NAE8-T1-FEC58.CLG-O.Trend1,
1204,OBJECT_TRENDLOG_3004408,NAE08/FC-1.NAE8-T1-FEC81.CLG-O.Trend1,
